Name,Date of Birth,Gender,Marital Status,Phone Number,Email Address,Mailing Address,Language Preference,Geographical Location,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,Loan Purpose,EMI,IP Address,Geolocation,Repayment History,Days Left to Pay Current EMI,Delayed Payment
Anya Devi,31-01-1996,Female,Divorced,06397834334,cbaral@example.org,"13
Bal Circle
Ongole-651072",Telugu,Junagadh,679,Auto Loan,84938,10,0.18,Education Fees,9210.18,192.168.60.227,"-77.402157, -53.567811","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 26), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 28), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 18), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 4), 'Payment Mode': 'Net Banking'}]",2,No
Saira Kannan,28-05-1959,Female,Divorced,+916545240653,renee27@example.com,"77
Chokshi Chowk
Hosur 911635",English,Bhind,742,Home Loan,12068,5,0.26,Home Renovation,2572.73,192.168.138.48,"-79.4266165, 138.546256","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 10), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 22), 'Payment Mode': 'Credit Card'}]",1,Yes
Dhanuk Thakur,24-06-1997,Female,Married,8439276923,mirayamallick@example.com,"59
Raja Ganj, Solapur 411280",Telugu,Sonipat,726,Home Loan,97252,7,0.29,Debt Consolidation,15268.2,10.101.64.100,"29.6005085, 130.519060","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 25), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 8), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 13), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 13), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 11), 'Payment Mode': 'Cash'}]",10,No
Ahana  Tank,07-01-2006,Male,Married,06011665124,iwable@example.org,"H.No. 602
Koshy Street
Bulandshahr 717454",Malayalam,Chinsurah,335,Home Loan,67510,8,0.16,Wedding Expenses,8952.9,192.168.150.246,"-85.2893505, -48.041338","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 28), 'Payment Mode': 'Credit Card'}]",1,Yes
Saksham Chandra,07-04-1981,Female,Single,0293327016,aaryahi52@example.net,"85/17
Ghose Circle
Bihar Sharif-315347",Urdu,Saharanpur,850,Personal Loan,18133,4,0.16,Debt Consolidation,4685.36,10.83.35.56,"-71.348192, -61.366027","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'UPI'}]",10,Yes
Kimaya Koshy,16-11-1991,Female,Widowed,03964356082,boasepurab@example.net,"88, Shankar, Jammu 557874",Telugu,Sonipat,843,Personal Loan,45783,6,0.16,Wedding Expenses,7990.52,192.168.117.30,"-13.841314, 93.772775",[],4,Yes
Farhan Ghose,07-08-1974,Female,Single,+918427976553,sodhinayantara@example.net,"17
Ranganathan Marg, Ahmednagar-353761",Hindi,Tenali,330,Home Loan,57452,7,0.15,Debt Consolidation,8622.9,172.18.14.56,"15.7737365, 38.591520","[{'Payment Date': datetime.date(2023, 5, 10), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'Credit Card'}]",7,Yes
Vaibhav Uppal,27-03-1981,Female,Single,+911120278274,madhavchana@example.org,"24/09, Goda Road, Ballia-162622",Gujarati,Tenali,663,Auto Loan,68680,9,0.18,Medical Emergency,8214.8,192.168.12.201,"31.4944225, 102.075403","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 14), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 3), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 13), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 1, 13), 'Payment Mode': 'Debit Card'}]",3,No
Priyansh Amble,25-09-1982,Female,Single,00507361891,kabirbera@example.com,"795
Seshadri Chowk, Katni-821967",Telugu,Udaipur,576,Auto Loan,54157,8,0.23,Medical Emergency,7366.43,10.113.130.59,"15.729286, -2.767238","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 12), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 9), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 3), 'Payment Mode': 'Debit Card'}]",9,Yes
Jiya Rout,28-11-1965,Male,Single,9779346791,charvidyal@example.net,"97/63
Dubey Chowk
Warangal-766687",Malayalam,Udupi,670,Personal Loan,60302,11,0.17,Wedding Expenses,5958.89,172.31.25.97,"52.363675, -84.199022","[{'Payment Date': datetime.date(2023, 5, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 4), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 4), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 27), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 10), 'Payment Mode': 'Net Banking'}]",8,Yes
Prerak Chakraborty,05-03-1974,Male,Divorced,08179757921,bijuchander@example.org,"52/256, Lalla Nagar, Muzaffarpur 320153",Bengali,Naihati,343,Auto Loan,69967,14,0.18,Education Fees,5578.0,192.168.107.246,"64.120601, 115.913709","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 14), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 8), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 13), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 9), 'Payment Mode': 'Credit Card'}]",8,No
Anahita Raja,14-04-1968,Female,Widowed,+912234178984,nitara56@example.org,"H.No. 216
Chandran Street, Ghaziabad 853657",Tamil,Solapur,819,Home Loan,84598,2,0.19,Debt Consolidation,43306.23,172.24.201.7,"19.439665, 32.481110",[],12,Yes
Nishith Kanda,26-02-1972,Male,Divorced,08593414859,hsaraf@example.net,"H.No. 726
Thaman Marg, Deoghar 511786",Gujarati,Firozabad,508,Personal Loan,87484,15,0.12,Wedding Expenses,6309.68,192.168.20.201,"46.483017, 135.038743","[{'Payment Date': datetime.date(2023, 5, 22), 'Payment Mode': 'Cash'}]",4,No
Ojas Sagar,26-07-2000,Female,Widowed,+915899013560,wjain@example.net,"H.No. 136
Mandal Street, Suryapet 455856",Hindi,Durg,511,Personal Loan,45684,5,0.22,Debt Consolidation,9645.41,10.125.64.233,"-1.360770, -29.012275","[{'Payment Date': datetime.date(2023, 5, 10), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 10), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 18), 'Payment Mode': 'Net Banking'}]",1,Yes
Shalv Balan,07-02-1990,Male,Widowed,01559864287,krishnanaarna@example.org,"H.No. 203
Sinha Zila, Ranchi 471970",Telugu,Dewas,333,Home Loan,15504,14,0.24,Debt Consolidation,1280.66,172.27.63.76,"-41.5381485, -165.706218","[{'Payment Date': datetime.date(2023, 5, 26), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 19), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 23), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 10), 'Payment Mode': 'Net Banking'}]",2,Yes
Aniruddh Ghosh,19-01-1980,Male,Married,09690205689,mbaral@example.net,"H.No. 439, Hayer Road
Kurnool-517742",Marathi,Jhansi,607,Home Loan,69930,3,0.13,Home Renovation,23816.86,192.168.17.204,"19.1287645, 1.514844","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'Cash'}]",2,Yes
Inaaya  Handa,17-07-1999,Female,Divorced,+919293643668,heer15@example.com,"981
Rana Street, Cuttack-510419",Gujarati,Aligarh,647,Personal Loan,70107,1,0.24,Wedding Expenses,71509.14,172.24.240.219,"-4.858022, 134.748028","[{'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'Cash'}]",8,No
Indrajit Sahni,05-08-1978,Female,Widowed,+911142068200,erana@example.net,"09/891, Uppal Chowk, Jaipur 842650",Urdu,Narasaraopet,354,Auto Loan,26096,8,0.13,Medical Emergency,3423.02,192.168.58.44,"15.6405055, -151.475574","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 8), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 25), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 8), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 28), 'Payment Mode': 'UPI'}]",10,No
Shamik Dua,12-12-1965,Female,Single,+911492686002,ojas94@example.org,"01/589, Brar Circle, Navi Mumbai-633169",Tamil,Davanagere,636,Personal Loan,98570,4,0.13,Wedding Expenses,25313.5,192.168.6.225,"74.226109, -6.116920","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Debit Card'}]",4,Yes
Veer Viswanathan,05-10-1965,Female,Single,04333782501,veer45@example.net,"69/92, Buch Circle
Ramagundam 449896",Tamil,Kollam,818,Home Loan,71110,12,0.15,Debt Consolidation,6418.27,10.168.252.17,"32.5813305, -58.433662",[],3,No
Onkar Shah,05-01-1986,Female,Widowed,07461191409,bhagatnayantara@example.org,"87
Kalla Marg, Mumbai-455652",Gujarati,Kanpur,541,Personal Loan,14279,4,0.28,Debt Consolidation,3780.39,10.233.13.122,"31.7263645, -61.433261","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'UPI'}]",12,No
Shayak Sandhu,11-12-1960,Male,Widowed,+914514719076,kismatvig@example.org,"38/454
Tak Nagar
Tinsukia 508893",Malayalam,Tezpur,520,Personal Loan,10791,7,0.16,Home Renovation,1624.88,172.31.185.150,"38.305089, 140.098264","[{'Payment Date': datetime.date(2023, 5, 15), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 25), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 13), 'Payment Mode': 'Cash'}]",3,Yes
Yakshit Contractor,20-02-1964,Male,Divorced,+915801266865,davepihu@example.org,"591, Kunda Marg
Madanapalle-300078",Marathi,Tumkur,653,Personal Loan,72854,6,0.12,Education Fees,12570.84,192.168.21.90,"-2.8468305, 113.551848","[{'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Net Banking'}]",13,No
Mohanlal Ravi,19-05-1998,Male,Widowed,+914158951296,abram16@example.com,"805, Bains Ganj, North Dumdum-471382",Kannada,Varanasi,652,Personal Loan,25332,9,0.29,Debt Consolidation,3165.59,192.168.216.148,"6.779164, -145.057726","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 7), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 24), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 13), 'Payment Mode': 'UPI'}]",5,Yes
Hunar Malhotra,26-07-2005,Male,Divorced,1713658546,purab82@example.com,"96/644, Chowdhury Marg, Gorakhpur-658029",Marathi,Madurai,745,Home Loan,19108,13,0.19,Wedding Expenses,1637.87,10.170.154.29,"31.4056655, 59.647217","[{'Payment Date': datetime.date(2023, 5, 28), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 12), 'Payment Mode': 'UPI'}]",14,No
Anya Bains,10-03-1973,Male,Married,3742857282,farhanviswanathan@example.net,"67/018
Bal Path
Karawal Nagar-063465",Telugu,Jehanabad,736,Home Loan,61302,8,0.15,Medical Emergency,8100.03,192.168.130.91,"-25.9753415, -104.095822","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'UPI'}]",13,No
Nitara Kapadia,20-07-1960,Male,Widowed,6514289195,rasha74@example.com,"37/63
Rege, Indore 098318",English,Karimnagar,524,Home Loan,24013,15,0.2,Education Fees,1822.54,10.197.124.125,"-88.218648, 95.442507","[{'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 8), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 26), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 26), 'Payment Mode': 'Credit Card'}]",7,Yes
Riya Bhalla,07-02-2000,Female,Divorced,+914393358313,rasha46@example.net,"39, Lad Circle
Durgapur-219323",Bengali,Delhi,656,Personal Loan,64879,1,0.23,Medical Emergency,66122.51,192.168.209.41,"43.492515, 86.086124","[{'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'Net Banking'}]",6,No
Nitya Ahuja,24-03-1978,Female,Divorced,+919319532664,lram@example.org,"H.No. 116, Choudhary Nagar
Vijayawada-703628",Malayalam,Sangli-Miraj & Kupwad,743,Home Loan,82288,4,0.16,Wedding Expenses,21262.27,10.104.187.200,"-79.2251745, -151.742398","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Credit Card'}]",14,Yes
Charvi Hari,30-03-2003,Male,Single,+919790476993,senkashvi@example.com,"90/19, Sunder Nagar, Mehsana 576786",Urdu,Panipat,671,Auto Loan,53364,4,0.3,Education Fees,14185.11,192.168.112.221,"-74.9307935, -154.548678","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 7), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 16), 'Payment Mode': 'Debit Card'}]",14,Yes
Nirvi Kala,11-10-1962,Male,Divorced,09985705008,vardaniya39@example.com,"58/60, Golla Nagar, Madurai 488487",Tamil,Akola,720,Home Loan,94798,13,0.2,Education Fees,8171.01,172.24.202.42,"-68.8733425, 168.107180","[{'Payment Date': datetime.date(2023, 5, 18), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 3), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 14), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 7), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 2), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 12, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 1, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 2, 22), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 3, 4), 'Payment Mode': 'Debit Card'}]",3,Yes
Chirag Dasgupta,28-11-1973,Female,Single,+912204775838,manjari98@example.org,"H.No. 893
Brahmbhatt Marg, Berhampur 940810",Gujarati,Katni,511,Auto Loan,83400,12,0.29,Debt Consolidation,8089.46,10.113.81.124,"-0.288623, 94.907088","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 12), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 25), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 16), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 12, 18), 'Payment Mode': 'Cash'}]",14,Yes
Faiyaz Salvi,10-03-1963,Male,Divorced,01325079086,mallickela@example.org,"599
Sridhar Street
Ichalkaranji-282793",Telugu,Berhampore,709,Home Loan,98254,12,0.15,Education Fees,8868.24,192.168.70.19,"32.2326155, -125.421731",[],11,No
Tarini Gera,30-06-1975,Female,Single,8023851210,kondaanahi@example.net,"68/57
Gill Path
Junagadh-029556",Marathi,Ranchi,746,Home Loan,28721,8,0.11,Debt Consolidation,3739.79,192.168.240.89,"65.561150, 104.836110","[{'Payment Date': datetime.date(2023, 5, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 20), 'Payment Mode': 'Cash'}]",11,No
Saksham Sharma,22-09-1992,Female,Divorced,05898940883,gbajaj@example.net,"62/140, Loyal Road, Jabalpur 121690",Bengali,Madanapalle,738,Home Loan,24278,9,0.12,Education Fees,2834.22,10.126.206.60,"26.389884, 102.501733","[{'Payment Date': datetime.date(2023, 5, 26), 'Payment Mode': 'Net Banking'}]",9,Yes
Ritvik Varma,21-01-1997,Female,Married,3357635718,craj@example.net,"106
Walia Street, Rampur-914315",Gujarati,Kharagpur,393,Home Loan,73618,12,0.2,Wedding Expenses,6819.57,10.48.194.77,"41.669179, -157.318630","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 4), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 15), 'Payment Mode': 'Net Banking'}]",14,Yes
Khushi Iyengar,05-08-1979,Male,Divorced,+912540106159,wdeep@example.com,"H.No. 40, Bose, Ranchi-085719",Marathi,Chittoor,465,Personal Loan,85017,6,0.24,Wedding Expenses,15177.73,172.20.251.238,"39.935062, -130.706845","[{'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 27), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 2), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 9), 'Payment Mode': 'UPI'}]",6,No
Taimur Barman,15-10-1971,Female,Divorced,02199673975,arnavsathe@example.com,"61, Mammen Circle, Gorakhpur-696716",Marathi,Agra,451,Personal Loan,16272,14,0.23,Debt Consolidation,1336.23,172.27.201.130,"34.8901885, 130.835798","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 16), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 7), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 7), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 14), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 5), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 13), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 12, 16), 'Payment Mode': 'Debit Card'}]",2,Yes
Taran Dar,10-08-1967,Female,Widowed,09658463923,mannatgrewal@example.org,"60/48
Bajwa Path, Aligarh 561737",Tamil,Bulandshahr,488,Auto Loan,67209,3,0.11,Medical Emergency,22814.97,10.152.121.98,"65.0267695, -128.084009","[{'Payment Date': datetime.date(2023, 5, 25), 'Payment Mode': 'Credit Card'}]",12,No
Biju Dhar,23-09-1982,Female,Divorced,+916095852799,samareyansh@example.com,"20, Yohannan Street
Sambalpur-731862",Tamil,Bareilly,510,Auto Loan,10317,12,0.29,Medical Emergency,1000.71,172.30.204.170,"-82.2173895, 81.709549","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Net Banking'}]",7,No
Azad Sood,28-10-1974,Male,Single,1843569400,srinivasannehmat@example.org,"70/83, Ramakrishnan Road
Munger-149398",Malayalam,Katihar,675,Personal Loan,55582,3,0.26,Debt Consolidation,19335.92,10.225.188.154,"36.572599, -30.546876","[{'Payment Date': datetime.date(2023, 5, 3), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 15), 'Payment Mode': 'Credit Card'}]",10,Yes
Yasmin Dar,29-12-1971,Female,Widowed,03773490140,yuvraj-bhakta@example.net,"H.No. 34
Shah Path
Kishanganj-870171",Bengali,Raiganj,728,Auto Loan,58974,9,0.16,Debt Consolidation,6997.22,172.24.204.54,"-75.7634915, 61.797753","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 25), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 25), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 10), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 12, 4), 'Payment Mode': 'Debit Card'}]",7,Yes
Nishith Randhawa,10-04-1994,Female,Divorced,2570486691,urvi80@example.net,"509, Dara Nagar, Yamunanagar 411134",Urdu,Bijapur,754,Personal Loan,14280,13,0.22,Medical Emergency,1244.55,192.168.10.73,"-69.2631885, -117.148738","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'Credit Card'}]",4,No
Zain Buch,08-06-1989,Male,Married,1052255352,jmaster@example.com,"097
Chakraborty Chowk
Sonipat-476353",Gujarati,Morena,776,Home Loan,71375,6,0.25,Medical Emergency,12778.14,192.168.28.193,"-79.6031405, 142.950198","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Cash'}]",13,Yes
Heer Ranganathan,17-10-1981,Male,Divorced,4308200550,chakrabortykaira@example.net,"H.No. 989, Kari Road
Jammu-660341",Malayalam,Agartala,714,Auto Loan,14411,11,0.17,Medical Emergency,1424.06,192.168.213.193,"67.4621795, -173.075111","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 8), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 10), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 28), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 4), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 23), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 12, 6), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 1, 3), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 2, 10), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 3, 13), 'Payment Mode': 'Cash'}]",15,Yes
Aarav Bala,20-01-1960,Male,Single,3005551885,hdey@example.org,"117
Bora Marg, Patiala-685986",Kannada,Amravati,549,Personal Loan,45456,1,0.25,Wedding Expenses,46403.0,10.184.73.7,"-5.5129255, -62.570978",[],14,Yes
Pihu Subramanian,18-08-1975,Female,Married,3065039834,shroffgokul@example.net,"703
Ganesan Nagar
Eluru-665589",Marathi,Jamalpur,485,Home Loan,54429,11,0.25,Wedding Expenses,5587.84,172.20.113.196,"-68.166697, -161.658909","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 23), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 18), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 12), 'Payment Mode': 'Credit Card'}]",13,Yes
Kimaya Barad,07-03-1972,Female,Single,+912339683349,divit99@example.org,"34/67, Sinha Marg
Udupi-728863",Telugu,Baranagar,744,Home Loan,31373,4,0.19,Debt Consolidation,8156.15,172.24.240.76,"34.311472, 174.261808",[],14,Yes
